name,location,Date,Rating,Review
Ayako,"Denver, CO","Reviewed Nov. 28, 2021",1.0,"Corporate here in Denver Colorado HONESTLY DO NOT care about their loyal patrons. On November 25, 2021 I went to the Hampden and Locust location did a mobile order. When I got there, the store didn’t open until 5am. I requested for a refund, and I was advised only the customer service can credit my account. I sent snapshots of my order. The Starbucks Rewards claimed that wasn’t a valid receipt (snapshots came from their mobile app). If it wasn’t a valid receipt, why didn’t they check it out since they are able to go and look at our previous orders. They have looked at my previous orders many times where I did get my rewards/stars. Of course they could BE LAZY, or DON’T GIVE A CARE, or both."
Karen,"Sparks, NV","Reviewed Nov. 27, 2021",1.0,Starbucks is taking advantage of their devoted customers and great employees. Prices roll out higher and higher every couple of months. Starbucks keeps taking customers money but will not pay their employees well. No more Starbucks for me. Price went up three times within a year and that was for an iced coffee with light cream only.
Donald,"Orlando, FL","Reviewed Nov. 22, 2021",1.0,No Review Text
Steven,"Essex, MD","Reviewed Nov. 18, 2021",1.0,Asked staff question. Was very rude and snappy. Same with other customers...acted like they were doing us a favor being there...puts a very poor image of your company. Last time I will go to this location.
D.,"Scottsdale, AZ","Reviewed Nov. 9, 2021",1.0,"So very disappointed with Starbucks. How is it possible to sell signature holiday drinks without the required ingredients? Their excuse for not having the supplies is getting tired. I heard these same excuses during the summer. I'd rather make my coffee from home. Plus, Starbucks has now increased their prices."
Ronald,"Sewell, NJ","Reviewed Oct. 30, 2021",1.0,"Out of stock SEVERAL ITEMS -- drive thru lines long and slow. OATMEAL, SEVERAL TEAS, DOUBLE SMOKED BACON. LINES ARE AROUND THE BLOCK AND SERVICING IS VERY SLOW. At times servers are rude and do not add all requested items."
Ayako,"Denver, CO","Reviewed Oct. 27, 2021",1.0,"If I could only give the corporate office “0” stars I would. Whenever I would send them a request for my stats or/and a qualified purchase, I would get it. During the time of this post, I did purchase a grande iced caramel macchiato which is a qualified macchiato purchase. I sent them my receipt where I did get my stars. BUT (a big but), they claim this isn’t a qualifying purchase. I did purchase a hot caramel macchiato earlier in the day. But I accidentally threw the receipt away (my fault).  "
Mario,"Yorba Linda, CA","Reviewed Oct. 18, 2021",1.0,"This is the first time I go to this store located in Bristol and 17th St in Santa Ana, California. The staff was rude, not a smile, very short. It is pretty evident that they were not trained for customer service. The floor was very filthy. It looked like it wasn´t cleaned in several days. It was dirty and coffee stains everywhere. We had to clean our table because it was dirty like the rest of the tables. My wife went to the restroom. She had to do her business standing up because it was so dirty that she didn´t dare to sit on the toilet. I will never go back to this store and maybe to Starbucks."
Johnna,"Sanford, ME","Reviewed Oct. 16, 2021",1.0,"I know the world's so crazy although all these big chains that people flock to. Starbucks has no customer service, maybe no training idk?! I do know the coffee was horrible, not what ordered & super expensive! The worst part was my dog Chloe was diagnosed with bladder cancer last year & been wanting to take her to get a puppuccino, heard so many good thinking, yea it's a dog treat made with dogs in mind, great ingredients. Right, wow so wrong, a little plastic cup filled with canned whip cream! Really Starbucks! Nothing else to say except Starbucks suck bottom line! Why is it when companies become successful their quality goes way down and price way up!"
Mary Beth,"Weskan, KS","Reviewed Oct. 16, 2021",1.0,"I ordered regular coffee and asked for cream. They charged an extra $.70 for the cream. The coffee was very hot, and I was about 30 miles away before I took a drink, and then realized that they had not put in the cream. Charging $.70 for cream is a rip-off; failing to give me what I paid for is theft."
Val,"Toronto, ON","Reviewed Sept. 28, 2021",1.0,"On Sept. 28, 2021, around 2:00 pm: Starbucks at Sherway Gardens in Toronto, Ontario. Place itself is dirty: spilled coffee on the tables, napkins under the tables. Personnel is rude - when asked to clean up the tables, in return asked to show proof of vaccination; after seeing it, still didn't clean up table. Couldn't imagine such poor service even a couple years ago. Coffee, by the way, a bit cold and tastes watered."
Miera,"Navi Mumbai, Other","Reviewed Sept. 20, 2021",1.0,The cookie my daughter was eating got a hair coming out of it; absolutely ridiculous. Not recommending this at all. Can’t be trusted after paying 280 for one cookie; who can trust a brand this big and claims safety but can’t even be careful with such mistakes in COVID times.
kateryna,"Lawrenceville, GA","Reviewed Sept. 13, 2021",1.0,"I want to share my tragically experience, on Sept 11/2021, I order coffee through drive through and when I reach through the window, she hand me the coffee which after I grab it, open from the lid falling on my hand and arm burning it, and felt all over my car door. Immediately I request speaking to the manager expecting he will instruct me to go to the Dr. and follow a report. Instead he approach with a little piece of paper and told me to write my name and phone number and someone will contact me. They contacted me 2 days later to offer me a $25.00 gift card, and told me that was my fault since the coffee was on my hand, which I told her to keep it, since I will never buy anything from them due to my bad experience."
JP,"Toronto, Ontario, Other","Reviewed Sept. 12, 2021",5.0,I am thanking for their staff for their support of me. I am grateful to their customers and my great coffee each morning. Thanks again for your support and for your polite manners. I can appreciate the hard work done at the Yonge and Holly Street. JP
Giu,"Toronto, ON","Reviewed Sept. 7, 2021",1.0,Coffee tastes like poison. Bakery is inedible. Starbucks in Dundas Ontario. Are there any Food Control organizations to check up what Starbucks food and drinks made of? I got pain in the liver area though my liver never gives me any problem.
Wendy,"Alexandria, VA","Reviewed Sept. 6, 2021",1.0,"Went to the Starbucks in Newport News' Tech Center (VA) and had the worst customer service by the rudest manager and employee. The manager is lazy and the subordinate co-signs her foolishness. Neither of them would walk 10 feet to let me know which item was mine after they put it with the walk up orders without a name (my name was not taken) and then kept yelling for me to ""get it from down there"" after I asked ""Which one is mine?"" This exchange went back and forth before the subordinate finally walked all the way to the area to figure out which one was mine - after I asked if they just wanted me to pick up whichever one I felt like taking. Rude. Lazy. Ridiculous. If this post doesn't make sense it's because the entire experience did not make sense. At all."
terri,"Apopka, FL","Reviewed Aug. 26, 2021",3.0,Have been frequenting Starbucks for 30 years. Have liked most of their drinks. Their new iced apple macchiato is something I would not order again. Normally I love apple anything but disliked the flavor of this and didn’t finish… very disappointing.
Kimmy,"Paterson, NJ","Reviewed Aug. 8, 2021",5.0,"I work in the Jersey Gardens mall, this Starbucks ​open when the entire mall opens. I never been to a Starbucks that doesn’t open early. They also don’t do order pick up, so not only can I not get my items before going into my job, when they open I have to wait on that long line with all the workers who's been waiting for them to open and the million of other people who is shopping. Then not only that they never have anything. They are always sold out. It’s horrible."
Tameka,"Pitcairn, PA","Reviewed Aug. 2, 2021",2.0,"I go there every morning and the customer service is excellent. But they screw up my drink order every single time. For the prices I expect my order to be right. However, there is always something missing from my drink."
Karen,"Cocoa Beach, FL","Reviewed Aug. 1, 2021",1.0,Order Venti (largest) coffee and get 1/2 a cup. Ordered bagel and looks worse than 5 day old - NOT toasted at all. NOT even warm. Always leave a generous tip and get horrible service. Do NOT go to the Starbucks on 520 at A1A. It's TERRIBLE!!!!
Shanda,"Abilene, TX","Reviewed July 14, 2021",1.0,"I have family members who are police officers so...yeah there's that. You don't have any sugar free options in fraps, and your paper straws get soggy in seconds. I'm done overpaying just to sip through soggy paper straws. Starbucks treatment of police officers, their sugar free options, and their straws SUCK!"
Jamika,"Greensboro, NC","Reviewed July 1, 2021",1.0,I noticed when I ordered a medium it was really a small. With all that's going on why would you shrink the size of your cups!!! McDonald's is doing the same! This is not good. Starbucks brings way too much money in to cheat your customers on cup size gouging.
M,"Cottage Grove, MN","Reviewed June 10, 2021",5.0,"I have been to many Starbucks locations in several cities and states over the years. I want to take a moment to acknowledge Natatia at the Cottage Grove MN location. Natatia always has a very positive attitude and I look forward to having her take my order when she is working. It is employees like Natatia that take the customer experience at Starbucks to the next level. Her customer service is ""Star"" worthy! I would highly recommend Starbucks in Cottage Grove to anyone."
Linda,"Fountain Hills, AZ","Reviewed June 1, 2021",1.0,"I contacted Starbucks customer service to ask why they only give one day to redeem their free drink for the birthday promotion. I wasn't able to use the free drink promotion on the one day allowed. I've been a customer for over 11 years and all they stated was, ""Sorry, our policy has changed, have a nice day"". I then contacted customer service online again to see how to cancel my membership card. I ended up calling and speaking with a representative. She took my information down and said I still have 34 cents on the card. I told her to keep it and just cancel the membership card. She stated, that's fine and the card will be deleted immediately. There was never a question why I'm canceling the card because obviously, I was upset. "
Jeff,"Jacksonville, FL","Reviewed May 24, 2021",1.0,"I have been a loyal SB Gold Card member for more than 10 years. Each day I buy 2 beverages, and on occasion, food or snack items. On a recent trip to a location in Florida, I ordered a hot coffee and other items. When I picked up the coffee from my car cup holder, the sides of the cup pushed in causing the lid to pop off and the coffee to spill on the center console of my car. Right on top of the technology ball that controls my radio, XM, NAV, cell, and internal features of the car."
Pamela,"Brandywine, MD","Reviewed April 5, 2021",1.0,Starbucks rewards program is a total joke. I have been a loyal customer for years. Lately I’ve found out that the offers they send out to customers for bonus stars are really a slap in the face to regular customers and favor the rare or occasional customers. I received an offer to receive 50 bonus stars for six consecutive days of purchases while my daughter who rarely uses Starbucks received the same offer but for 100 bonus stars for six consecutive days of purchases. To me this says “we can take advantage of you because you are loyal and we will try to lure in the ones who aren’t loyal by giving them a better deal”. All I can say is I feel a real craving for Dunkin' coming on. Starbucks doesn’t deserve my money or my loyalty.
Mark,"Pearland, TX","Reviewed April 3, 2021",1.0,"Personnel handling multiple cups of coffee and touching objects and money and then touching my lid where I have to put my mouth to drink from. Not practicing covid-19 protocol. A person said, ""well we wash our hands."" They do not wash their hands in between every transaction."
Cathy,"Scituate, MA","Reviewed March 26, 2021",1.0,"Radio too loud. Could not hear person behind counter after waiting 5 mins to be helped. Not patient with me. Surprised I asked for a straw. That saying ""be kind as you do not know what the person you are talking to may be dealing with"". Not asked what flavor of coffee I would like to order. Maybe if the music was not so loud... We each would have understood each other better."
Laura,"Owensboro, KY","Reviewed Feb. 25, 2021",1.0,Second time in a week I've gone to Starbucks and ordered pistachio grande and they didn't put the pistachio pumps in. We get it and leave with a terrible coffee for a very high price. And they expect us to tip as well! I'm not going back if I can't treat myself to what I've ordered. BTW this was on Frederica St..
Bobbie,"Petoskey, MI","Reviewed Dec. 15, 2020",1.0,"I was in line for 15 min before having to leave for an appointment. Never did get coffee. Unacceptable! Location is Petoskey, MI. Drive through Starbucks on us 131! Need to investigate what is wrong at this site. I don't have time to wait that long."
Anthony,"Salem, OR","Reviewed Dec. 7, 2020",1.0,"On Sunday I order my quad Americano. I get to work and realized there is no sticker on the cup. Decaf is marked with the name ""Gamer."" On Monday, I returned and was told ""sorry, nothing I can do"". Bye SB."
Olesya,"Vernon, NJ","Reviewed Nov. 30, 2020",1.0,"I always bought hot tea in Riverdale Target Starbucks. Today November 30 2020 I asked the woman who was making tea do not touch the hole on the cover of glass your hand, because covid. The woman did not listen me and touched her hand the hole of the cover a glass and else she poured the teatime the brim of the glass. I said, ""Give me a cover, I'll make it myself,"" she gave it. "
Ron,"Vancouver, BC","Reviewed Nov. 21, 2020",1.0,"On, November 21, 2020 my friend ordered a Venti dark black coffee. As The area became crowded coffee he was obligated to keep a 2 meter distance to accommodate to COVID-19 restrictions. So after 20 to 25 minutes He finished the coffee and went back for a refill. Their staff refused him a refill. ** the supervisor in charge at 4341 International Village Vancouver BC Starbucks location claimed the manager ended free refills for customers. My friend gradually related to her and stated The Starbucks refill policy and showed her the policy on his phone. Yet she ignorantly turned her back and shouted at my friend “my manager said to not give refills”. My friend patiently said, ""I would like to see that in writing."" ** refused and treated me disrespectfully, stating that it’s because of her manager **."
Angela,"Scottsdale, AZ","Reviewed Nov. 21, 2020",2.0,"They never gave me my cookies.. Like how can you not see on my order I ordered madeleines? So I asked for a refund period. And then their breakfast burrito is more tortilla than whatever inside! I stay at Dutch Bros from now on. I’m sorry Starbucks. Used to be my fave but then y’all wanna get real lazy with the customer service and making the food or prepping it, whatever tf y’all do."
Karen,"Smiths Grove, KY","Reviewed Nov. 18, 2020",1.0,"We visited the drive-thru at our local Starbucks and ordered two caramel frappes. Terrible decision, but we had a gift card and otherwise would not have been there. There was just a hint of coffee flavor and very little caramel. McDonalds has a much better frappe and half the price! Starbucks is laughing all the way to the bank!"
Ilea,"Saint Paul, IN","Reviewed Nov. 4, 2020",1.0,I forgot my mask realized and used my additional shirt to cover my face upon entry. Waited in a line for 5-10 minutes. He refused service saying I had to have an actual mask - meanwhile there was a dog in the store - I can’t be positive but I don’t think he had gloves on and he fist-bumped the customer in front of me.  I said I’ve waited in here this entire time I will go outside if you can still take my order. Nope... All the while I had a shirt covering my face and nose...
Bubba,"New York, NY","Reviewed Sept. 23, 2020",1.0,"While living in the United States I patronized Starbucks. I even had a Starbucks card. It had a balance of around $25. I decided to travel overseas and walked into a Starbucks in Bangkok and presented my card for payment. It was not accepted!!! Starbucks cards are ONLY good in the country they are issued in! Imagine if American Express or Visa or Mastercard ran their business like that! As I can't return to the US because of the COVID pandemic, I essentially was scammed by Starbucks!"
MARGARET,"Mount Pleasant, WI","Reviewed Sept. 22, 2020",1.0,"Starbucks does not know the difference between latte and cappuccino. I just ordered a triple venti ""dry"" cappuccino. I should not have to specify dry but I was told once that it would ensure that my cappuccino was made with foam instead of milk. Even that doesn't help. My drink today weighed about 5 lbs from all the milk in it. I couldn't even taste the espresso, it was like drinking a big cup of warm milk. I could drink this at bedtime and sleep very well. Go back to espresso school, it's not rocket science."
Ron,"Portland, OR","Reviewed Sept. 3, 2020",3.0,"My favorite Starbucks items are frappuccinos. Even though Starbucks prices are high, a frappuccino made correctly is worth it to me. Unfortunately, their consistency has been all over the map. I have had frappuccinos that were as thin as water. Some were the wrong flavor or the wrong size. Some did not resemble frappuccinos at all and who knows what was actually in them. The one I had today was like that and this is what prompted me to finally write a review to vent about it. "
Sara,"San Antonio, TX","Reviewed Sept. 2, 2020",5.0,"As soon as he sees me walk in the door he has my croissant warming up. This group is always nice, friendly, and knowledgeable, they work very well as a team, great job!!!! They all know my name, I feel at home."
Terry,"Bellevue, NE","Reviewed Aug. 30, 2020",1.0,"Starbucks has lowered their standards in cleanliness, presentation and morals. I have gone from one location to the other trying to order without there being any issues in the last 2 weeks. I have put in 5 complaints from 3 different locations. Complaints that stem from wiping my drink off with a dirty rag, leaving hair on my cup, taking my drink back from a customer's hand that was taken into his vehicle while I sit in my car behind him and once at the window was offered the same drink, to making my drink incorrectly and instead of remaking it the employee tries fixing it by adding ingredients through the top of the plastic top. "
Luis,"Hudson, WI","Reviewed Aug. 14, 2020",1.0,"My 4 friends and myself were treated like scum! We all support our country and President Trump so we all had our Trump hats on. The minute we were seen by the help, the guy said to me, “you’ll have to remove your hats, we don’t want problems.” I asked for the manager and was told that she’s not here but I can call later and speak with her. They wouldn’t serve us with our hats on! Very rude!"
Brett,"Oden, AR","Reviewed July 29, 2020",1.0,"I attempted to purchase a gift card from Starbucks (via online). During the process, the “System” indicated a problem on their end with the first Credit Card I tried to use for the purchase. I entered another credit card and was approved for the purchase. I received an email confirming this. I subsequently received an Email indicating all transactions were not approved, so no gift card would be issued. I checked my Credit Card info online and discovered both credit cards had been charged. I called Starbucks Customer Service and was told, ""That’s Unfortunate."" My cards were charged but no card issued. I now have been charged twice for a gift card that will not be issued. Only response from Starbucks is ""That’s Unfortunate.” I have been stolen from by Starbucks."
Peggy,"Philadelphia, PA","Reviewed July 18, 2020",1.0,"Yesterday 7/17/20 I was inside a Starbucks store in the Chestnut Hill section of Philadelphia and witnessed a maskless young man being directed to the next register for service. I asked the young man why he wasn't wearing a mask, and he replied that he didn't have one. A staff member was heard saying, ""It's okay"". I asserted that it wasn't okay and that PA has a statewide mask mandate. The staff then offered to provide a mask. I stated that the customer should wait outside for the mask. When the customer re-entered the store wearing a mask, he kept lowering the mask, as if taunting me. The staff kept repeating, ""everything's okay"". Ironically, this was the day after corporate Starbucks issued a mask requirement for all customers. I made a customer service complaint and will not return to that store."
Stefanie,"Grand Junction, CO","Reviewed July 14, 2020",1.0,I will never again make a purchase or support anything that has to do with Starbucks. Requiring masks of your customers is an infringement on our rights! Playing into the political crap speaks volumes to the type of people this company is and I will not support those kind of people.
Elissa,"Jacksonville, AR","Reviewed July 12, 2020",5.0,"The employee, Sami, was very helpful to us when the Starbucks app didn’t submit the order correctly. She helped us fix the problem and made our drinks new. She has awesome customer service, very sweet lady. Really appreciate her hard work and kindness."
Iris,"Charlotte, NC","Reviewed June 18, 2020",5.0,"I recently visited a new Starbucks location on Sharon Rd. and Fairview Rd. I was impressed with their 100 sanitation code before I got my beverage. After I got my Caramel Ribbon Crunch and S’mores Frappes, I was elated! The sweetness and crunch was so satisfying and not too sweet, not to mention they were beautifully made and topped with a mountain of cool whip (I love cool whip). The balance of Carmel and coffee doesn’t always work out, and is often too sweet, but I could not put it down. The service was amazing and I wish I could just say thank you to the man in the windows! I would definitely recommend adding the crunch to your next Carmel Frappe, it was divine."
Tori,"Dayton, OH","Reviewed May 30, 2020",1.0,We ordered online & paid but they lost order so I had to reorder & pay while my daughter tried to get her refund from first order... Then they mangled the order she requested a Caramel macchiato but they didn’t mix it. Caramel sat on bottom & they just poured milk in it... I ordered strawberry refresher with extra strawberry & somehow they made it slightly bitter! I heard them express to a man that waited for 20 min for plain black coffee that they where trying but didn’t really know how to make coffee! Seriously???? This terrible! Don’t go to Mad River store near Dayton mall. They suck!!!!
Jim,"Mechanicsville, VA","Reviewed May 22, 2020",2.0,"I frequent about 10 Starbucks in the Richmond Virginia area. I noted that prices have risen 10% in the past year but I still buy. It seems that now in 2020 8 out of 10 times when I purchase a Venti coffee, the cup is only partially filled. Most times 2 inches short. I ask for whipped cream but rarely get it. If I don’t make them open the cup before they hand it to me to verify the drink, I have to call and or go back through the drive thru to have them fix it. Seems I am paying for a Venti but get a Grande most times. Since the happens across multiple stores, it seems to be the new business model requiring the customer to QA the quantity and quality of the order. I think Starbucks has started to decline and is now out priced themselves in the market. The “Coffee Experience” is no more when you can’t trust them when you place an order."
yaloha,"Cape Coral, FL","Reviewed May 13, 2020",1.0,"5/13/2020. Worst customer service I’ve ever experience. Would not recommend this Pine Island location. I went to the Starbucks and at the entrance there’s a two way Street at was waiting on the right to make a right turn at. There were cars on the left. I waited for two cars to enter and I proceeded to enter. This mad lady came from behind me. Literally drove my car off the line violently and this lady name Bianca who works at this location who hasn't seen how crazy this woman push me out off the way. Almost crashing me with her car. Assumed that I was trying to cut the lady off without looking the video nothing. Refused to listen to me, side the other ** lady of course. "
Kathie,"Saint Paul, MN","Reviewed April 4, 2020",1.0,Went to the drive-through on Valley Creek in Minnesota this morning. The customer before me paid with cash - he received his change back - barista did not wash her hands and proceeded to hand me my drink. I am not pleased - should have refused to take the drinks.??. It was about 9:00 AM.
Nancy,"Indianapolis, IN","Reviewed March 7, 2020",2.0,"I drive Grubhub....so time is $$. I ordered caramel ribbon crunch frappuccino with extra caramel. Sounds simple right? Nope, could barely see any caramel. So I asked her to add...no. They decide to remake it. Ok. More waiting. So 2nd time great, back to my job. Then I realize there is NO CRUNCH on it!! Seriously?? Nope, not waiting for a third one to be made. C'mon Starbucks, get it together!!"
Mary,"Bloomington, IN","Reviewed Feb. 27, 2020",1.0,"There is no social responsibility at Starbucks. Starbucks is one of the most polluting stores in our City. There is no recycling whatsoever. Hundreds of plastic cups are tossed into trash each day at just one location, and thousands of them with all the locations in our City. When I asked the manager for the recycle bin, he shrugged his shoulders and said, ""I don't know how to get one."" I walked out and saw a recycle bin that was being used as a trash can. I contacted Starbucks' website and gave my feedback, but nothing was changed at the local stores. For a company who pretends to be all about community, they are destroying our planet faster than most of other stores."
Daan,"Chino Hills, CA","Reviewed Feb. 22, 2020",1.0,"Regular hot coffee of different sizes is too insipid and tastes almost like hot water in several Starbucks locations in southern California. One of the possible causes for the insipidity of Starbucks regular hot coffee is that store coffee brewers are not replenished with fresh coffee in a timely manner, especially during store rush hours. We made store associates aware of this issue at a few Starbucks locations but haven't seen any tangible improvement. This is a quality control issue that warrants serious attention from Starbucks' top management."
a. e.,"Los Angeles, CA","Reviewed Feb. 21, 2020",1.0,"I normally buy my Grande Pike at this Starbucks: 138 S Central Ave, Los Angeles, CA 90012. Today I decided to add bagel and cream cheese to complete my breakfast. I left and had to go back asap because the cream cheese given to me was an opened and used one. I asked for the Manager and she accommodated me but I had to say my piece to Chris who served me. I told him what was he even thinking about???? With all the plague all over the world why would you do that. He apologized but it never affected me because I don't know why he did that. Asked him why give me somebody else cream cheese??? What if it is contaminated. So how can I trust Starbucks now. Is that the training you have for your employees??? It is so Disgusting. I wish I could attach a picture of the  cream cheese. So consumers check what you buy all the time."
Nancy,"Pleasant Valley, NY","Reviewed Feb. 10, 2020",1.0,"We are at MCO Orlando airport by gates 1-9. I waited 30 minutes in line to find out there was no bold blend. The girl behind the counter asked me if I wanted to wait 7-10 mins for them to brew a pot. I told her no, that I’d already waited 30. (There were 6 employees behind the counter but I think only two working - in fact I walked up to the second register when a customer left and the girl there told me she wasn’t open). So I finally got my two pikes ventis - had to charge thru my Starbucks Acct because I wasn’t going to wait in that line again and not enough cash for two coffees.."
Gloria,"Ridgefield, WA","Reviewed Feb. 6, 2020",1.0,"I've done my research and it seems like Starbucks does hiring people who hasn't worked in this industry ""coffee"". You just need to have good customer services. You can't teach anyone how to talk to people but you can always reach them how to make something. I have 5 plus years in retail customer services but both places said I have no experience. They both hired people who worked at Starbucks or have experience. Yes, it's very true I don't have the experience, but I have the customer services. I thought I did great in the interview. I feel like if they only wanted experienced people, they shouldn't had even given me a call or an interview me. I felt my time wasted and their time wasted too."
Marcela,"Chula Vista, CA","Reviewed Feb. 3, 2020",2.0,"When ordering this morning I clearly asked for a Venti drink. After I waited for a while, they brought my Grande drink and I told the barista that I had ordered a Venti. She said that they had charged me for a Grande and I said ""OK, but I ordered a Venti"" the Barista ""not happy"" started making my drink again and went to the cashier and asked her something which I couldn't hear. When she brought my drink over, she said to go to the cashier to pay the difference. Me, being a customer service supervisor, know the importance of treating your customers with kindness and knowing that if we mess up, we take the loss. What happened here? They made $0.50 but made my experience at this location very disappointing. When someone makes a mistake, own up to it and don't make the customer feel embarrassed."
Shanyia,"Louisville, KY","Reviewed Jan. 31, 2020",1.0,"I ordered a Caramel iced coffee, and I got a iced black coffee with a bit of Caramel syrup. I knew my order was wrong because I make different coffees at work myself. This was the worst experience I’ve ever had here."
P,"Ann Arbor, MI","Reviewed Jan. 22, 2020",1.0,Starbucks Zeeb Road Ann Arbor Michigan. Filthy...Overflowing trash cans...2 outdoors and 2 inside. Rude and disrespectful staff will not acknowledge customers. Never a smile or explanation of process. Overtly rude. Endemic. I've been there several time over the past year. Each time I give them the benefit of the doubt. No more. Never again!!!! Despicable behavior toward paying customer who has always tipped at a 20 plus percent rate.
Maelcom,"Buffalo, NY","Reviewed Jan. 13, 2020",2.0,"I've been frequenting Starbucks for about 15 years now. It's more often than not been a daily habit for me and I've been to more of their stores (in multiple states) than I can even remember. One thing I started noticing is they routinely ran out of stock in their stores. That is to say, certain snack items and even certain beverage ingredients would be depleted very often. It got to the point where I would ask for a certain item and (almost every time) they'd tell me they had to check to see if they even had it."
K.,"Las Vegas, NV","Reviewed Dec. 29, 2019",1.0,"My daughter ended up in the ER for two days with shigella after consuming a hot chocolate from Starbucks. We contacted the restaurant and they said there’s nothing they can do. Shigella is an extremely serious form of FOOD POISONING. I urge you to avoid this franchise. Well Seaman we need to customer service, when the situation turns serious they want nothing to do with it."
E.,"Toronto, ON","Reviewed Dec. 28, 2019",1.0,"Overworked, underpaid staff. Filthy, untidy stores. Title says it all. Moreover, too often long line-ups, not for the cash as much as for the coffee itself. Why, you ask? Well, see my title - understaffing. Bad management. Greedy CEO. Neighbours, family, and friends - we all do our best to avoid having to buy a coffee at any Starbucks store in Toronto. Anyone else thoroughly FED UP with Starbucks?"
Sam,"Gilbert, AZ","Reviewed Dec. 19, 2019",1.0,"I trusted Starbucks and stored over $700 on my three Starbucks cards to earn reward points. On Nov 18, 2019 I received an email from Starbucks saying I requested to change my account password. I didn't. Feeling suspicious, I checked my Starbucks account and found that my balance is $50. I thought my account got hacked and someone stole my money. I called Starbucks to report it. They said Starbucks cancelled two of my cards and took away my money. No reason was given. No emails explaining what happened, or why it happened. Like all this wasn't enough they told me on the phone they are taking the remaining $50 balance and I have to file a complaint to get my money back. This all seemed unreal to me and hard to believe. Starbucks decided to take away my money and I have to complain to them to get it back."
Bert,"Saint Louis, MO","Reviewed Nov. 23, 2019",1.0,"Starbucks used to have the best Hot Chocolate around, but I stopped into their St Ann Missouri, store for a Hot Chocolate today, it has been a couple years since I got one, alas it was a crappy brown water waste of money, not the rich, creamy, chocolate it used to be, I Will not be going back for any of their overpriced garbage anymore...."
Anne,"Santa Monica, CA","Reviewed Nov. 22, 2019",2.0,"Went to Starbucks today. Bought 3 croissants. Each one came in a transparent plastic wrap. I expressed my concern regarding the environment. The barista smiled at me and emphasized on every croissant's guaranteed freshness. Today, I felt that our efforts to become a more sustainable country is a lost battle as long as these big companies don't feel the need to become more environmentally friendly. To stop passing out straws deliberately is not enough."
amy,"Lewisville, NC","Reviewed Nov. 9, 2019",1.0,"I have been a committed Starbucks customer for years, in fact since they came to Winston-Salem, North Carolina. I use the store on Jonestown Road and the store on Stratford Road. I had almost decided that I would stop using the stores because the staff has become so inexperienced. The lines are very long and in the morning when we are trying to get to work; an unnecessary delay due to lack of staffing and inexperienced staff is the last thing that you wish to encounter."
Sharon,"Fairbanks, AK","Reviewed Nov. 1, 2019",1.0,"I ordered two to go coffee boxes at least 10 days in advance. On the day I was to pick up my order, it was not ready. In fact whoever took my order didn't even write it down. So I had to wait and wait and wait for them to drip my coffee. No discount was offered, NOTHING!!! During my wait they could've offered me a coffee while I waited. In turn this caused me to be late to my very important meeting which Starbucks doesn't care about. So basically, very poor service, uneducated staff, unpleasant service at the new Starbucks store in Fairbanks, Ak on the corner of College/Old Steese."
Tessa,"Littleton, CO","Reviewed Oct. 25, 2019",5.0,"A few weeks ago, I went into Starbucks on Main St, in Brighton to study for my college psychology class. I ordered a pumpkin cream cold brew after a friend recommended it. When I got my drink, it looked very professional with the different layers of coffee and pumpkin cream. I stirred the two layers satisfyingly together and then took the first drink and I fell in love with the drink. The texture and taste were so creamy. The atmosphere was perfect for studying. I would 100% recommend the pumpkin cream cold brew to anyone who enjoys coffee or if you are looking for something different than the Pumpkin Spice Latte."
Mario,"Joliet, IL","Reviewed Oct. 18, 2019",1.0,"Enjoyed the bookstore but when I went to get coffee and sit and read at a table it was like being stuck in a teenage ** movie. What drug are the Starbucks workers taking? They are laughing like they both just inhaled helium, ate a handful of ** gummies, then took **. Where's the manager? People are trying to read."
Kathy,"Lakewood, OH","Reviewed Oct. 16, 2019",5.0,The Starbucks in Lakewood is nice and cozy but I like to see more tables than those lower chairs and small tables. It makes hard for people to sit down who are seniors like me. Also I this the coffee should be free on refills. Ruth is such a nice and friendly person. She even remembers your name. I think Starbucks is a good place to come to. The music isn't loud and you can hear yourself talk. Thank you Starbucks for making my day better. Service is good but bit pricing.
Kayla,"Centereach, NY","Reviewed Oct. 9, 2019",5.0,"Great coffee, great employees, great experience! I used to hate coffee, but now I'm hooked. Thanks to the coffee gods at Starbucks. Whenever there's a problem with my order, they always refund me, and I'm so thankful for that."
Sharon,"Grand Rapids, MI","Reviewed Oct. 1, 2019",1.0,"I have been a loyal customer of Starbucks for over 15yrs. Lately I have noticed my venti blond has a blah taste. More like cheap gas station coffee. It wasn't just me, I asked several family members what they thought. They verified it was gross coffee! What happened!? I even tried several other Starbucks. Same problem. Really Starbucks! Do you think we won't notice when you hike the price of your coffee and cheapened your product? I guess another good thing has bit the dust. I can make my own gross coffee at home????"
Sherina,"Washington, DC","Reviewed Oct. 1, 2019",1.0,I purchased 2 slices of cake and 1 had plastic in the middle. I called Starbucks customer service and was told I could be helped because I ain’t have a Starbucks account. Ask for the rep name. Told her to give me district manager name and give him my information and she told me I’ll be better off taking back to the store and hung up on me. I have pictures. How can I upload them? I always love Starbucks cakes but now my brain not going to allow me to eat their cakes anymore. Starbucks customers service rep sucks. Treated me like I was not a paying customer.
